1;0,5365;0,424;0,5332;0,2872;0,4979;0,563;0,5672;0,4153;0,4987;0,52;0,5258;0,3133;0,2558;0,4705;0,4529;0,3016;0,3609;0,3792;0,3958;0,4538;0,4495;0,5421;0,467;0,337;0,4634;0,4921;0,4082;0,5789;0,4131;0,5003;0,5935;0,4451;0,2936;0,4388;0,4806;0,5448;0,4349;0,5667;0,4778
0,5365;1;0,4308;0,4012;0,3342;0,5885;0,6671;0,6628;0,416;0,5297;0,6882;0,5427;0,6415;0,379;0,6994;0,669;0,2585;0,4597;0,6742;0,5994;0,5391;0,6427;0,5596;0,5588;0,577;0,4671;0,4969;0,4888;0,6743;0,5698;0,7562;0,6028;0,6626;0,426;0,6981;0,6768;0,4947;0,513;0,6347;0,5322
0,424;0,4308;1;0,3645;0,2205;0,4292;0,5744;0,4789;0,3608;0,3886;0,4474;0,433;0,3771;0,2325;0,3816;0,4405;0,2488;0,3006;0,3504;0,3228;0,4122;0,3974;0,4649;0,344;0,2628;0,3998;0,4307;0,6229;0,5293;0,3134;0,4851;0,4794;0,3308;0,2621;0,4139;0,4387;0,447;0,3714;0,453;0,3891
0,5332;0,4012;0,3645;1;0,1759;0,4515;0,49;0,4593;0,3432;0,389;0,4707;0,4462;0,2865;0,2881;0,3612;0,3307;0,2639;0,1766;0,2879;0,3497;0,3568;0,3467;0,3815;0,3663;0,2616;0,3186;0,4489;0,332;0,4647;0,2485;0,439;0,5405;0,3398;0,2724;0,4147;0,315;0,4552;0,3359;0,512;0,3957
0,2872;0,3342;0,2205;0,1759;1;0,2769;0,2948;0,2805;0,3843;0,1705;0,2419;0,2565;0,124;0,1879;0,194;0,2075;0,1338;0,2829;0,1484;0,2163;0,2569;0,2857;0,195;0,2633;0,0269;0,149;0,1897;0,2293;0,2514;0,1875;0,362;0,2817;0,1956;0,2106;0,2514;0,2229;0,2325;0,2483;0,2686;0,1283
0,4979;0,5885;0,4292;0,4515;0,2769;1;0,573;0,5779;0,3791;0,4072;0,5195;0,5153;0,3949;0,3347;0,4232;0,4916;0,2409;0,3227;0,3901;0,4173;0,5169;0,4325;0,5146;0,4722;0,3589;0,3963;0,5061;0,3952;0,6039;0,3701;0,5646;0,5843;0,5305;0,3713;0,5827;0,4914;0,4503;0,412;0,5618;0,4237
0,563;0,6671;0,5744;0,49;0,2948;0,573;1;0,7691;0,474;0,6068;0,6896;0,6549;0,5132;0,4239;0,5788;0,6069;0,3059;0,4298;0,4763;0,5135;0,5544;0,5476;0,534;0,5554;0,3717;0,4879;0,6253;0,5954;0,693;0,5506;0,7031;0,755;0,4749;0,3609;0,6355;0,5919;0,5922;0,5191;0,6648;0,603
0,5672;0,6628;0,4789;0,4593;0,2805;0,5779;0,7691;1;0,4335;0,5085;0,6892;0,7541;0,5065;0,4724;0,5674;0,6216;0,3016;0,3804;0,446;0,4835;0,5434;0,4698;0,5282;0,5527;0,3756;0,4135;0,5253;0,4641;0,686;0,5384;0,6549;0,8215;0,4694;0,3521;0,6163;0,5304;0,4964;0,5662;0,6241;0,5509
0,4153;0,416;0,3608;0,3432;0,3843;0,3791;0,474;0,4335;1;0,3474;0,3563;0,4228;0,2763;0,2819;0,3613;0,4179;0,2241;0,2596;0,313;0,2966;0,3368;0,3838;0,3494;0,6315;0,224;0,2781;0,4009;0,352;0,5102;0,2942;0,4872;0,4775;0,3235;0,2452;0,4231;0,3605;0,404;0,322;0,5175;0,4023
0,4987;0,5297;0,3886;0,389;0,1705;0,4072;0,6068;0,5085;0,3474;1;0,4751;0,3862;0,4659;0,3654;0,433;0,5125;0,2853;0,436;0,4546;0,3911;0,4554;0,4388;0,5002;0,3975;0,3311;0,402;0,4825;0,4185;0,5804;0,4106;0,5453;0,5086;0,3987;0,3817;0,4623;0,424;0,5046;0,4881;0,4898;0,4941
0,52;0,6882;0,4474;0,4707;0,2419;0,5195;0,6896;0,6892;0,3563;0,4751;1;0,5708;0,5626;0,3382;0,5605;0,5977;0,2578;0,3265;0,5055;0,4953;0,5186;0,4617;0,6012;0,5186;0,417;0,4428;0,5275;0,3872;0,6477;0,4478;0,6085;0,625;0,5017;0,3598;0,6185;0,5634;0,5444;0,4884;0,6006;0,4947
0,5258;0,5427;0,433;0,4462;0,2565;0,5153;0,6549;0,7541;0,4228;0,3862;0,5708;1;0,3536;0,4462;0,4901;0,5768;0,2282;0,2534;0,3583;0,3688;0,462;0,5063;0,4413;0,5094;0,2832;0,375;0,5325;0,4355;0,602;0,4476;0,5884;0,7856;0,4032;0,2338;0,5322;0,4613;0,4682;0,4864;0,5538;0,5166
